"nume","stele","tip_camera","suprafata_camera","numar_persoane","pret","moneda","mic_dejun_inclus","rambursabil","distanta","oras","data_checkin","data_checkout","zile_sejur","data_colectare"
"Central Hotel, Trademark Collection by Wyndham",4,"
Cameră twin - de nefumători
","15 m²",2,768,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Central Hotel, Trademark Collection by Wyndham",4,"
Cameră Queen - fumatul nu este permis
","15 m²",2,655,"RON",FALSE,FALSE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Central Hotel, Trademark Collection by Wyndham",4,"
Cameră Queen - fumatul nu este permis
","15 m²",2,689,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Central Hotel, Trademark Collection by Wyndham",4,"
Cameră Queen - fumatul nu este permis
","15 m²",2,788,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Central Hotel, Trademark Collection by Wyndham",4,"
Suită King - de nefumători
","30 m²",2,748,"RON",FALSE,FALSE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Central Hotel, Trademark Collection by Wyndham",4,"
Suită King - de nefumători
","30 m²",2,788,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Central Hotel, Trademark Collection by Wyndham",4,"
Suită King - de nefumători
","30 m²",2,886,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă standard
","32 m²",2,575,"RON",TRUE,FALSE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă standard
","32 m²",2,615,"RON",FALSE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă standard
","32 m²",2,651,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă Executive
","42 m²",2,862,"RON",TRUE,FALSE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă Executive
","42 m²",2,868,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră twin Executive
","42 m²",2,862,"RON",TRUE,FALSE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră twin Executive
","42 m²",2,868,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră twin standard
","28 m²",2,906,"RON",TRUE,FALSE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră twin standard
","28 m²",2,968,"RON",FALSE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră twin standard
","28 m²",2,1025,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră dublă sau twin superioară
","32 m²",2,1049,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră triplă Executive 
","42 m²",2,1179,"RON",TRUE,FALSE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Cameră triplă Executive 
","42 m²",2,1186,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Suită Executive
","56 m²",2,2012,"RON",TRUE,FALSE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"International Bucharest City Centre Hotel",4,"
Suită Executive
","56 m²",2,2026,"RON",TRUE,TRUE,"la 1,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră dublă superioară
","24 m²",2,784,"RON",FALSE,FALSE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră dublă superioară
","24 m²",2,867,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră dublă superioară
","24 m²",2,951,"RON",TRUE,FALSE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră dublă superioară
","24 m²",2,1034,"RON",TRUE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră twin superioară
","24 m²",2,816,"RON",FALSE,FALSE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră twin superioară
","24 m²",2,900,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră twin superioară
","24 m²",2,983,"RON",TRUE,FALSE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră twin superioară
","24 m²",2,1067,"RON",TRUE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră Dublă Deluxe
","26 m²",2,923,"RON",FALSE,FALSE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră Dublă Deluxe
","26 m²",2,1006,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră Dublă Deluxe
","26 m²",2,1090,"RON",TRUE,FALSE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră Dublă Deluxe
","26 m²",2,1173,"RON",TRUE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră Dublă Executive cu balcon
","35 m²",2,1345,"RON",FALSE,FALSE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră Dublă Executive cu balcon
","35 m²",2,1428,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră Dublă Executive cu balcon
","35 m²",2,1512,"RON",TRUE,FALSE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Union Plaza Hotel
",4,"
Cameră Dublă Executive cu balcon
","35 m²",2,1595,"RON",TRUE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel EOS",2,"
Cameră dublă
",NA,2,308,"RON",FALSE,FALSE,"la 3,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel EOS",2,"
Cameră dublă
",NA,2,342,"RON",FALSE,TRUE,"la 3,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel EOS",2,"
Cameră twin
","16 m²",2,308,"RON",FALSE,FALSE,"la 3,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel EOS",2,"
Cameră twin
","16 m²",2,342,"RON",FALSE,TRUE,"la 3,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel EOS",2,"
Cameră dublă superioară
","20 m²",2,333,"RON",FALSE,FALSE,"la 3,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel EOS",2,"
Cameră dublă superioară
","20 m²",2,371,"RON",FALSE,TRUE,"la 3,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Cantemir",3,"
Apartament
","35 m²",2,486,"RON",TRUE,FALSE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Cantemir",3,"
Apartament
","35 m²",2,560,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Cantemir",3,"
Apartament
","35 m²",2,612,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Cantemir",3,"
Cameră twin
","17 m²",2,500,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Cantemir",3,"
Cameră twin
","17 m²",2,540,"RON",TRUE,FALSE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Cantemir",3,"
Cameră twin
","17 m²",2,620,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Cantemir",3,"
Cameră dublă standard
","17 m²",2,500,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Cantemir",3,"
Cameră dublă standard
","17 m²",2,540,"RON",TRUE,FALSE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Cantemir",3,"
Cameră dublă standard
","17 m²",2,620,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Uranus",2,"
Cameră dublă
","20 m²",2,290,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Uranus",2,"
Cameră twin
","20 m²",2,290,"RON",FALSE,TRUE,"la 2 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Matisse Bucharest Old Town
",3,"
Apartament cu 1 dormitor
","55 m²",2,1083,"RON",FALSE,TRUE,"la 100 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Matisse Bucharest Old Town
",3,"
Suită
","89 m²",2,1309,"RON",FALSE,FALSE,"la 100 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Matisse Bucharest Old Town
",3,"
Suită
","89 m²",2,1378,"RON",FALSE,TRUE,"la 100 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Atrium Hotel Bucharest City Center
",4,"
Cameră dublă Economy
","18 m²",2,693,"RON",FALSE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Atrium Hotel Bucharest City Center
",4,"
Cameră dublă Economy
","18 m²",2,934,"RON",TRUE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Atrium Hotel Bucharest City Center
",4,"
Cameră dublă standard
","23 m²",2,772,"RON",FALSE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Atrium Hotel Bucharest City Center
",4,"
Cameră dublă standard
","23 m²",2,1024,"RON",TRUE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Atrium Hotel Bucharest City Center
",4,"
Cameră twin standard
","23 m²",2,850,"RON",FALSE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Atrium Hotel Bucharest City Center
",4,"
Cameră twin standard
","23 m²",2,1114,"RON",TRUE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Atrium Hotel Bucharest City Center
",4,"
Cameră dublă Executive
","33 m²",2,929,"RON",FALSE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Atrium Hotel Bucharest City Center
",4,"
Cameră dublă Executive
","33 m²",2,1204,"RON",TRUE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Heights Accommodation City Center
",3,"
Studio Junior
","18 m²",2,464,"RON",FALSE,FALSE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Heights Accommodation City Center
",3,"
Studio Junior
","18 m²",2,538,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Heights Accommodation City Center
",3,"
Studio executive
","20 m²",2,502,"RON",FALSE,FALSE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Heights Accommodation City Center
",3,"
Studio executive
","20 m²",2,558,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Suter Palace Heritage Boutique Hotel",5,"
Cameră Chic deluxe 
","33 m²",2,1781,"RON",FALSE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Suter Palace Heritage Boutique Hotel",5,"
Cameră Chic deluxe 
","33 m²",2,1979,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Suter Palace Heritage Boutique Hotel",5,"
Cameră Deluxe elegantă cu vedere la Parlament
","40 m²",2,2078,"RON",FALSE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Suter Palace Heritage Boutique Hotel",5,"
Cameră Deluxe elegantă cu vedere la Parlament
","40 m²",2,2276,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Suter Palace Heritage Boutique Hotel",5,"
Suită Romantic 
","58 m²",2,3365,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Suter Palace Heritage Boutique Hotel",5,"
Suită Suter Signature 
","51 m²",2,3365,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Suter Palace Heritage Boutique Hotel",5,"
Suită Diplomat
","58 m²",2,3859,"RON",TRUE,TRUE,"la 1,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră dublă superioară
","27 m²",2,916,"RON",FALSE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră dublă superioară
","27 m²",2,974,"RON",FALSE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră dublă superioară
","27 m²",2,1088,"RON",TRUE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră dublă superioară
","27 m²",2,1145,"RON",TRUE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră Dublă Premium
","33 m²",2,993,"RON",FALSE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră Dublă Premium
","33 m²",2,1055,"RON",FALSE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră Dublă Premium
","33 m²",2,1179,"RON",TRUE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră Dublă Premium
","33 m²",2,1241,"RON",TRUE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră dublă Deluxe cu cadă
","27 m²",2,1023,"RON",FALSE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră dublă Deluxe cu cadă
","27 m²",2,1087,"RON",FALSE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră dublă Deluxe cu cadă
","27 m²",2,1215,"RON",TRUE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră dublă Deluxe cu cadă
","27 m²",2,1279,"RON",TRUE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră king deluxe
","38 m²",2,1222,"RON",FALSE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră king deluxe
","38 m²",2,1298,"RON",FALSE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră king deluxe
","38 m²",2,1451,"RON",TRUE,FALSE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Grand Boutique Hotel",4,"
Cameră king deluxe
","38 m²",2,1527,"RON",TRUE,TRUE,"la 0,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră Premium cu pat king-size
","25 m²",2,1128,"RON",TRUE,FALSE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră Premium cu pat king-size
","25 m²",2,1253,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră twin premium
","25 m²",2,1128,"RON",TRUE,FALSE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră twin premium
","25 m²",2,1253,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră dublă superioară
","30 m²",2,1151,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră dublă superioară
","30 m²",2,1354,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră dublă superioară cu pat cu baldachin
","30 m²",2,1151,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră dublă superioară cu pat cu baldachin
","30 m²",2,1354,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră twin superioară
","34 m²",2,1151,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră twin superioară
","34 m²",2,1354,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră Queen Deluxe
","25 m²",2,1219,"RON",TRUE,FALSE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Cameră Queen Deluxe
","25 m²",2,1354,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Suită Junior Premium
","45 m²",2,1566,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Suită Junior Premium
","45 m²",2,1842,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Suită Junior Deluxe
","56 m²",2,1801,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Suită Junior Deluxe
","56 m²",2,2119,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Apartament Executive
","50 m²",2,2036,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Apartament Executive
","50 m²",2,2395,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Apartament Prezidenţial 
","70 m²",2,2897,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Phoenicia Grand Hotel",4,"
Apartament Prezidenţial 
","70 m²",2,3408,"RON",TRUE,TRUE,"la 6,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"NF Palace Old City Bucharest",4,"
Cameră dublă standard
","30 m²",2,780,"RON",FALSE,FALSE,"la 50 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"NF Palace Old City Bucharest",4,"
Cameră dublă superioară
","40 m²",2,852,"RON",FALSE,FALSE,"la 50 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"NF Palace Old City Bucharest",4,"
Suită Executive
","80 m²",2,920,"RON",FALSE,FALSE,"la 50 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Cameră dublă standard
","18 m²",2,963,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Cameră dublă standard
","18 m²",2,1240,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Cameră twin Deluxe
","22 m²",2,1055,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Cameră twin Deluxe
","22 m²",2,1333,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Cameră Dublă Deluxe
","22 m²",2,1055,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Cameră Dublă Deluxe
","22 m²",2,1333,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Cameră Inner Garden 
","18 m²",2,1240,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Cameră cu vedere la oraș
","22 m²",2,1333,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Suită Junior
","40 m²",2,1426,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Suită Junior
","40 m²",2,1703,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Suită prezidenţială 
","60 m²",2,2166,"RON",FALSE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Casa Capsa",5,"
Suită prezidenţială 
","60 m²",2,2444,"RON",TRUE,TRUE,"la 300 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"West Plaza Hotel",3,"
Cameră dublă standard
","26 m²",2,623,"RON",FALSE,FALSE,"la 5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"West Plaza Hotel",3,"
Cameră dublă standard
","26 m²",2,784,"RON",TRUE,TRUE,"la 5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"West Plaza Hotel",3,"
Cameră twin superioară
","30 m²",2,653,"RON",FALSE,FALSE,"la 5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"West Plaza Hotel",3,"
Cameră twin superioară
","30 m²",2,814,"RON",TRUE,TRUE,"la 5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"West Plaza Hotel",3,"
Cameră dublă superioară
","26 m²",2,653,"RON",FALSE,FALSE,"la 5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"West Plaza Hotel",3,"
Cameră dublă superioară
","26 m²",2,814,"RON",TRUE,TRUE,"la 5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Diesel",4,"
Cameră twin Executive
","24 m²",2,950,"RON",TRUE,TRUE,"la 3,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră Queen standard 
",NA,2,961,"RON",FALSE,FALSE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră Queen standard 
",NA,2,1056,"RON",FALSE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră Queen standard 
",NA,2,1261,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră standard 
",NA,2,1054,"RON",FALSE,FALSE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră standard 
",NA,2,1159,"RON",FALSE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră standard 
",NA,2,1364,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră King standard
",NA,2,1054,"RON",FALSE,FALSE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră King standard
",NA,2,1159,"RON",FALSE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră King standard
",NA,2,1364,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
